title,company_id,job_role_id,start_ymd,end_ymd,headcount,career_type,hire_type_lst,region_lst,edu_level_lst,position_detail,main_duty,qualification,preference,disqualify_reason,process
관세사 공개채용,92,34,20261008,20261121,3,경력 2년 이상,정규직,인천광역시,학사 이상,"브랜드 사업 조직에서 수출입 통관·품목분류·관세 자문을 담당할 관세사를 모집합니다. 이 포지션은 현장의 요구를 실행 가능한 계획과 결과물로 연결하는 역할입니다.

담당 범위는 인보이스·원산지·HS 코드 자료를 바탕으로 기준을 수립하고, 우선순위에 따라 과제를 실행하며 품질과 일정을 함께 관리하는 것입니다.

회계·세무 조직의 동료와 재무·영업·개발·운영 등 유관 부서, 필요한 경우 외부 파트너와 협업해 의사결정에 필요한 정보를 정리합니다.

이슈가 발생하면 사실과 데이터를 먼저 확인하고 원인을 구분한 뒤, 대안을 비교해 합의된 조치를 실행하고 재발 방지 내용을 문서화합니다.

입사 초기에는 기존 자료와 업무 흐름을 파악하고 UNI-PASS·FTA 시스템 환경을 익힌 뒤, 담당 영역의 개선 과제와 표준화 작업을 단계적으로 주도합니다.

성과는 결과물의 정확성, 일정 준수, 이해관계자와의 명확한 소통, 사용자와 사업에 미치는 영향을 기준으로 평가합니다.","- 유관 부서 및 외부 파트너와 기준·일정·결과물 조율
- 검토 회의 운영과 의사결정 근거·변경 이력 문서화
- 성과지표 설정 및 결과 데이터 분석을 통한 개선안 제안
- 업무상 리스크 사전 점검과 문제 발생 시 원인 분석·후속 조치
- 재사용 가능한 체크리스트·가이드·템플릿 정비
- 고객 또는 내부 사용자의 피드백을 반영한 결과물 품질 개선
- 수출입 통관·품목분류·관세 자문 관련 연간·분기 실행계획 수립
- 인보이스·원산지·HS 코드 자료 수집·정리 및 핵심 이슈 분석","- 관세사 자격을 보유한 분
- 인보이스·원산지·HS 코드 자료를 정확히 해석하고 업무 문서로 구조화할 수 있는 분
- UNI-PASS·FTA 시스템 중 직무에 필요한 도구를 실무에 적용할 수 있는 분
- 유관 부서와 쟁점을 명확히 설명하고 일정에 맞춰 협업할 수 있는 분
- 문제 원인을 근거에 따라 분석하고 실행 가능한 대안을 제시할 수 있는 분
- 업무상 취급하는 개인정보와 기밀정보를 안전하게 관리할 수 있는 분","- 원산지관리사 보유자
- 국제무역사 1급 보유자
- 관세사 보유자
- 수출입 통관·품목분류·관세 자문 관련 프로젝트를 기획부터 결과 검토까지 수행한 경험
- UNI-PASS·FTA 시스템를 활용해 반복 업무를 개선하거나 품질 기준을 정립한 경험","- 지원 자격 또는 필수 면허 요건을 충족하지 못한 경우
- 전형 과정에서 타인의 결과물을 무단 사용한 경우
- 채용검진 결과 담당 업무 수행이 곤란한 경우
- 관계 법령상 취업이 제한되는 경우",서류전형 > 1차면접 > 2차면접 > 채용검진
관세사 프로젝트 담당 모집,38,34,20260113,20260124,6,경력 3년 이상,무기계약직,대전광역시,석사 이상,"지역 기반 전문기관에서 수출입 통관·품목분류·관세 자문을 담당할 관세사를 모집합니다. 이 포지션은 현장의 요구를 실행 가능한 계획과 결과물로 연결하는 역할입니다.

담당 범위는 인보이스·원산지·HS 코드 자료를 바탕으로 기준을 수립하고, 우선순위에 따라 과제를 실행하며 품질과 일정을 함께 관리하는 것입니다.

회계·세무 조직의 동료와 재무·영업·개발·운영 등 유관 부서, 필요한 경우 외부 파트너와 협업해 의사결정에 필요한 정보를 정리합니다.

이슈가 발생하면 사실과 데이터를 먼저 확인하고 원인을 구분한 뒤, 대안을 비교해 합의된 조치를 실행하고 재발 방지 내용을 문서화합니다.

입사 초기에는 기존 자료와 업무 흐름을 파악하고 UNI-PASS·FTA 시스템 환경을 익힌 뒤, 담당 영역의 개선 과제와 표준화 작업을 단계적으로 주도합니다.

성과는 결과물의 정확성, 일정 준수, 이해관계자와의 명확한 소통, 사용자와 사업에 미치는 영향을 기준으로 평가합니다.","- 검토 회의 운영과 의사결정 근거·변경 이력 문서화
- 성과지표 설정 및 결과 데이터 분석을 통한 개선안 제안
- 업무상 리스크 사전 점검과 문제 발생 시 원인 분석·후속 조치
- 재사용 가능한 체크리스트·가이드·템플릿 정비
- 고객 또는 내부 사용자의 피드백을 반영한 결과물 품질 개선
- 수출입 통관·품목분류·관세 자문 관련 연간·분기 실행계획 수립
- 인보이스·원산지·HS 코드 자료 수집·정리 및 핵심 이슈 분석
- UNI-PASS·FTA 시스템를 활용한 업무 산출물 작성과 버전 관리
- 요구사항을 세부 과제와 일정으로 구체화하고 진행 현황 관리","- 관세사 자격을 보유한 분
- 인보이스·원산지·HS 코드 자료를 정확히 해석하고 업무 문서로 구조화할 수 있는 분
- UNI-PASS·FTA 시스템 중 직무에 필요한 도구를 실무에 적용할 수 있는 분
- 유관 부서와 쟁점을 명확히 설명하고 일정에 맞춰 협업할 수 있는 분
- 문제 원인을 근거에 따라 분석하고 실행 가능한 대안을 제시할 수 있는 분
- 업무상 취급하는 개인정보와 기밀정보를 안전하게 관리할 수 있는 분
- 관세사 또는 유사 분야의 3년 이상 실무 경험을 보유한 분","- 국제무역사 1급 보유자
- 관세사 보유자
- 원산지관리사 보유자
- 수출입 통관·품목분류·관세 자문 관련 프로젝트를 기획부터 결과 검토까지 수행한 경험
- UNI-PASS·FTA 시스템를 활용해 반복 업무를 개선하거나 품질 기준을 정립한 경험
- 외부 파트너 또는 다양한 이해관계자와 복잡한 요구사항을 조율한 경험","- 지원서 또는 제출서류를 허위로 기재한 경우
- 채용 과정에서 부정한 방법을 사용한 경우
- 채용검진 결과 직무 수행이 어렵다고 판단되는 경우
- 관련 법령 또는 내부 인사규정상 채용이 불가능한 경우",서류전형 > 필기전형 > 면접전형 > 최종합격
관세사 운영 담당자 채용,57,34,20260318,20260401,9,신입,정규직,부산광역시,학력무관,"디지털 서비스 조직에서 수출입 통관·품목분류·관세 자문을 담당할 관세사를 모집합니다. 이 포지션은 현장의 요구를 실행 가능한 계획과 결과물로 연결하는 역할입니다.

담당 범위는 인보이스·원산지·HS 코드 자료를 바탕으로 기준을 수립하고, 우선순위에 따라 과제를 실행하며 품질과 일정을 함께 관리하는 것입니다.

회계·세무 조직의 동료와 재무·영업·개발·운영 등 유관 부서, 필요한 경우 외부 파트너와 협업해 의사결정에 필요한 정보를 정리합니다.

이슈가 발생하면 사실과 데이터를 먼저 확인하고 원인을 구분한 뒤, 대안을 비교해 합의된 조치를 실행하고 재발 방지 내용을 문서화합니다.

입사 초기에는 기존 자료와 업무 흐름을 파악하고 UNI-PASS·FTA 시스템 환경을 익힌 뒤, 담당 영역의 개선 과제와 표준화 작업을 단계적으로 주도합니다.

성과는 결과물의 정확성, 일정 준수, 이해관계자와의 명확한 소통, 사용자와 사업에 미치는 영향을 기준으로 평가합니다.","- 성과지표 설정 및 결과 데이터 분석을 통한 개선안 제안
- 업무상 리스크 사전 점검과 문제 발생 시 원인 분석·후속 조치
- 재사용 가능한 체크리스트·가이드·템플릿 정비
- 고객 또는 내부 사용자의 피드백을 반영한 결과물 품질 개선
- 수출입 통관·품목분류·관세 자문 관련 연간·분기 실행계획 수립
- 인보이스·원산지·HS 코드 자료 수집·정리 및 핵심 이슈 분석
- UNI-PASS·FTA 시스템를 활용한 업무 산출물 작성과 버전 관리","- 관세사 자격을 보유한 분
- 인보이스·원산지·HS 코드 자료를 정확히 해석하고 업무 문서로 구조화할 수 있는 분
- UNI-PASS·FTA 시스템 중 직무에 필요한 도구를 실무에 적용할 수 있는 분
- 유관 부서와 쟁점을 명확히 설명하고 일정에 맞춰 협업할 수 있는 분
- 문제 원인을 근거에 따라 분석하고 실행 가능한 대안을 제시할 수 있는 분","- 관세사 보유자
- 원산지관리사 보유자
- 국제무역사 1급 보유자
- 수출입 통관·품목분류·관세 자문 관련 프로젝트를 기획부터 결과 검토까지 수행한 경험","- 제출한 경력·자격 증빙이 사실과 다른 경우
- 정해진 기한까지 필수 증빙서류를 제출하지 않은 경우
- 해외여행 및 근무에 결격사유가 있는 경우
- 채용 관련 비밀유지 의무를 위반한 경우",서류전형 > 실무면접 > 최종면접
관세사 핵심인재 모집,45,34,20260523,20260609,12,경력 2년 이상,계약직,광주광역시,전문학사 이상,"성장 단계 스타트업에서 수출입 통관·품목분류·관세 자문을 담당할 관세사를 모집합니다. 이 포지션은 현장의 요구를 실행 가능한 계획과 결과물로 연결하는 역할입니다.

담당 범위는 인보이스·원산지·HS 코드 자료를 바탕으로 기준을 수립하고, 우선순위에 따라 과제를 실행하며 품질과 일정을 함께 관리하는 것입니다.

회계·세무 조직의 동료와 재무·영업·개발·운영 등 유관 부서, 필요한 경우 외부 파트너와 협업해 의사결정에 필요한 정보를 정리합니다.

이슈가 발생하면 사실과 데이터를 먼저 확인하고 원인을 구분한 뒤, 대안을 비교해 합의된 조치를 실행하고 재발 방지 내용을 문서화합니다.

입사 초기에는 기존 자료와 업무 흐름을 파악하고 UNI-PASS·FTA 시스템 환경을 익힌 뒤, 담당 영역의 개선 과제와 표준화 작업을 단계적으로 주도합니다.

성과는 결과물의 정확성, 일정 준수, 이해관계자와의 명확한 소통, 사용자와 사업에 미치는 영향을 기준으로 평가합니다.","- 업무상 리스크 사전 점검과 문제 발생 시 원인 분석·후속 조치
- 재사용 가능한 체크리스트·가이드·템플릿 정비
- 고객 또는 내부 사용자의 피드백을 반영한 결과물 품질 개선
- 수출입 통관·품목분류·관세 자문 관련 연간·분기 실행계획 수립
- 인보이스·원산지·HS 코드 자료 수집·정리 및 핵심 이슈 분석
- UNI-PASS·FTA 시스템를 활용한 업무 산출물 작성과 버전 관리
- 요구사항을 세부 과제와 일정으로 구체화하고 진행 현황 관리
- 유관 부서 및 외부 파트너와 기준·일정·결과물 조율","- 관세사 자격을 보유한 분
- 인보이스·원산지·HS 코드 자료를 정확히 해석하고 업무 문서로 구조화할 수 있는 분
- UNI-PASS·FTA 시스템 중 직무에 필요한 도구를 실무에 적용할 수 있는 분
- 유관 부서와 쟁점을 명확히 설명하고 일정에 맞춰 협업할 수 있는 분
- 문제 원인을 근거에 따라 분석하고 실행 가능한 대안을 제시할 수 있는 분
- 업무상 취급하는 개인정보와 기밀정보를 안전하게 관리할 수 있는 분","- 원산지관리사 보유자
- 국제무역사 1급 보유자
- 관세사 보유자
- 수출입 통관·품목분류·관세 자문 관련 프로젝트를 기획부터 결과 검토까지 수행한 경험
- UNI-PASS·FTA 시스템를 활용해 반복 업무를 개선하거나 품질 기준을 정립한 경험","- 지원 자격 또는 필수 면허 요건을 충족하지 못한 경우
- 전형 과정에서 타인의 결과물을 무단 사용한 경우
- 채용검진 결과 담당 업무 수행이 곤란한 경우
- 관계 법령상 취업이 제한되는 경우",서류전형 > 인성검사 > 실무면접 > 최종면접
관세사 전문가 채용,27,34,20260705,20260725,15,신입·경력,정규직,세종특별자치시,학사 이상,"중견기업 전략 조직에서 수출입 통관·품목분류·관세 자문을 담당할 관세사를 모집합니다. 이 포지션은 현장의 요구를 실행 가능한 계획과 결과물로 연결하는 역할입니다.

담당 범위는 인보이스·원산지·HS 코드 자료를 바탕으로 기준을 수립하고, 우선순위에 따라 과제를 실행하며 품질과 일정을 함께 관리하는 것입니다.

회계·세무 조직의 동료와 재무·영업·개발·운영 등 유관 부서, 필요한 경우 외부 파트너와 협업해 의사결정에 필요한 정보를 정리합니다.

이슈가 발생하면 사실과 데이터를 먼저 확인하고 원인을 구분한 뒤, 대안을 비교해 합의된 조치를 실행하고 재발 방지 내용을 문서화합니다.

입사 초기에는 기존 자료와 업무 흐름을 파악하고 UNI-PASS·FTA 시스템 환경을 익힌 뒤, 담당 영역의 개선 과제와 표준화 작업을 단계적으로 주도합니다.

성과는 결과물의 정확성, 일정 준수, 이해관계자와의 명확한 소통, 사용자와 사업에 미치는 영향을 기준으로 평가합니다.","- 재사용 가능한 체크리스트·가이드·템플릿 정비
- 고객 또는 내부 사용자의 피드백을 반영한 결과물 품질 개선
- 수출입 통관·품목분류·관세 자문 관련 연간·분기 실행계획 수립
- 인보이스·원산지·HS 코드 자료 수집·정리 및 핵심 이슈 분석
- UNI-PASS·FTA 시스템를 활용한 업무 산출물 작성과 버전 관리
- 요구사항을 세부 과제와 일정으로 구체화하고 진행 현황 관리
- 유관 부서 및 외부 파트너와 기준·일정·결과물 조율
- 검토 회의 운영과 의사결정 근거·변경 이력 문서화
- 성과지표 설정 및 결과 데이터 분석을 통한 개선안 제안","- 관세사 자격을 보유한 분
- 인보이스·원산지·HS 코드 자료를 정확히 해석하고 업무 문서로 구조화할 수 있는 분
- UNI-PASS·FTA 시스템 중 직무에 필요한 도구를 실무에 적용할 수 있는 분
- 유관 부서와 쟁점을 명확히 설명하고 일정에 맞춰 협업할 수 있는 분
- 문제 원인을 근거에 따라 분석하고 실행 가능한 대안을 제시할 수 있는 분
- 업무상 취급하는 개인정보와 기밀정보를 안전하게 관리할 수 있는 분
- 관세사 또는 유사 분야의 신입·경력 실무 경험을 보유한 분","- 국제무역사 1급 보유자
- 관세사 보유자
- 원산지관리사 보유자
- 수출입 통관·품목분류·관세 자문 관련 프로젝트를 기획부터 결과 검토까지 수행한 경험
- UNI-PASS·FTA 시스템를 활용해 반복 업무를 개선하거나 품질 기준을 정립한 경험
- 외부 파트너 또는 다양한 이해관계자와 복잡한 요구사항을 조율한 경험","- 지원서 또는 제출서류를 허위로 기재한 경우
- 채용 과정에서 부정한 방법을 사용한 경우
- 채용검진 결과 직무 수행이 어렵다고 판단되는 경우
- 관련 법령 또는 내부 인사규정상 채용이 불가능한 경우",서류전형 > 직무과제 > 실무면접 > 처우협의
관세사 신규 인력 모집,9,34,20260910,20261003,18,경력 3년 이상,무기계약직,충청남도,학사 이상,"공공서비스 운영기관에서 수출입 통관·품목분류·관세 자문을 담당할 관세사를 모집합니다. 이 포지션은 현장의 요구를 실행 가능한 계획과 결과물로 연결하는 역할입니다.

담당 범위는 인보이스·원산지·HS 코드 자료를 바탕으로 기준을 수립하고, 우선순위에 따라 과제를 실행하며 품질과 일정을 함께 관리하는 것입니다.

회계·세무 조직의 동료와 재무·영업·개발·운영 등 유관 부서, 필요한 경우 외부 파트너와 협업해 의사결정에 필요한 정보를 정리합니다.

이슈가 발생하면 사실과 데이터를 먼저 확인하고 원인을 구분한 뒤, 대안을 비교해 합의된 조치를 실행하고 재발 방지 내용을 문서화합니다.

입사 초기에는 기존 자료와 업무 흐름을 파악하고 UNI-PASS·FTA 시스템 환경을 익힌 뒤, 담당 영역의 개선 과제와 표준화 작업을 단계적으로 주도합니다.

성과는 결과물의 정확성, 일정 준수, 이해관계자와의 명확한 소통, 사용자와 사업에 미치는 영향을 기준으로 평가합니다.","- 고객 또는 내부 사용자의 피드백을 반영한 결과물 품질 개선
- 수출입 통관·품목분류·관세 자문 관련 연간·분기 실행계획 수립
- 인보이스·원산지·HS 코드 자료 수집·정리 및 핵심 이슈 분석
- UNI-PASS·FTA 시스템를 활용한 업무 산출물 작성과 버전 관리
- 요구사항을 세부 과제와 일정으로 구체화하고 진행 현황 관리
- 유관 부서 및 외부 파트너와 기준·일정·결과물 조율
- 검토 회의 운영과 의사결정 근거·변경 이력 문서화","- 관세사 자격을 보유한 분
- 인보이스·원산지·HS 코드 자료를 정확히 해석하고 업무 문서로 구조화할 수 있는 분
- UNI-PASS·FTA 시스템 중 직무에 필요한 도구를 실무에 적용할 수 있는 분
- 유관 부서와 쟁점을 명확히 설명하고 일정에 맞춰 협업할 수 있는 분
- 문제 원인을 근거에 따라 분석하고 실행 가능한 대안을 제시할 수 있는 분","- 관세사 보유자
- 원산지관리사 보유자
- 국제무역사 1급 보유자
- 수출입 통관·품목분류·관세 자문 관련 프로젝트를 기획부터 결과 검토까지 수행한 경험","- 제출한 경력·자격 증빙이 사실과 다른 경우
- 정해진 기한까지 필수 증빙서류를 제출하지 않은 경우
- 해외여행 및 근무에 결격사유가 있는 경우
- 채용 관련 비밀유지 의무를 위반한 경우",서류전형 > 1차면접 > 2차면접 > 채용검진
CRM마케터 담당자 모집,67,35,20260314,20260422,16,경력 5년 이상,기간제,서울특별시,학력무관,"글로벌 사업 조직에서 고객 세그먼트·리텐션 캠페인을 담당할 CRM마케터를 모집합니다. 이 포지션은 현장의 요구를 실행 가능한 계획과 결과물로 연결하는 역할입니다.

담당 범위는 구매이력·메시지 반응·LTV 데이터를 바탕으로 기준을 수립하고, 우선순위에 따라 과제를 실행하며 품질과 일정을 함께 관리하는 것입니다.

마케팅·광고·MD 조직의 동료와 재무·영업·개발·운영 등 유관 부서, 필요한 경우 외부 파트너와 협업해 의사결정에 필요한 정보를 정리합니다.

이슈가 발생하면 사실과 데이터를 먼저 확인하고 원인을 구분한 뒤, 대안을 비교해 합의된 조치를 실행하고 재발 방지 내용을 문서화합니다.

입사 초기에는 기존 자료와 업무 흐름을 파악하고 CRM·SQL·GA4 환경을 익힌 뒤, 담당 영역의 개선 과제와 표준화 작업을 단계적으로 주도합니다.

성과는 결과물의 정확성, 일정 준수, 이해관계자와의 명확한 소통, 사용자와 사업에 미치는 영향을 기준으로 평가합니다.","- 고객 세그먼트·리텐션 캠페인 관련 연간·분기 실행계획 수립
- 구매이력·메시지 반응·LTV 데이터 수집·정리 및 핵심 이슈 분석
- CRM·SQL·GA4를 활용한 업무 산출물 작성과 버전 관리
- 요구사항을 세부 과제와 일정으로 구체화하고 진행 현황 관리
- 유관 부서 및 외부 파트너와 기준·일정·결과물 조율
- 검토 회의 운영과 의사결정 근거·변경 이력 문서화
- 성과지표 설정 및 결과 데이터 분석을 통한 개선안 제안","- 고객 세그먼트·리텐션 캠페인 관련 지식 또는 프로젝트·실무 경험을 보유한 분
- 구매이력·메시지 반응·LTV 데이터를 정확히 해석하고 업무 문서로 구조화할 수 있는 분
- CRM·SQL·GA4 중 직무에 필요한 도구를 실무에 적용할 수 있는 분
- 유관 부서와 쟁점을 명확히 설명하고 일정에 맞춰 협업할 수 있는 분
- 문제 원인을 근거에 따라 분석하고 실행 가능한 대안을 제시할 수 있는 분","- SQLD 보유자
- Google Analytics Certification 보유자
- ADsP 보유자
- 고객 세그먼트·리텐션 캠페인 관련 프로젝트를 기획부터 결과 검토까지 수행한 경험","- 지원 자격 또는 필수 면허 요건을 충족하지 못한 경우
- 전형 과정에서 타인의 결과물을 무단 사용한 경우
- 채용검진 결과 담당 업무 수행이 곤란한 경우
- 관계 법령상 취업이 제한되는 경우",서류전형 > 실무면접 > 최종면접
CRM마케터 실무자 채용,134,35,20260519,20260630,19,경력,정규직,경기도,전문학사 이상,"연구개발 중심 조직에서 고객 세그먼트·리텐션 캠페인을 담당할 CRM마케터를 모집합니다. 이 포지션은 현장의 요구를 실행 가능한 계획과 결과물로 연결하는 역할입니다.

담당 범위는 구매이력·메시지 반응·LTV 데이터를 바탕으로 기준을 수립하고, 우선순위에 따라 과제를 실행하며 품질과 일정을 함께 관리하는 것입니다.

마케팅·광고·MD 조직의 동료와 재무·영업·개발·운영 등 유관 부서, 필요한 경우 외부 파트너와 협업해 의사결정에 필요한 정보를 정리합니다.

이슈가 발생하면 사실과 데이터를 먼저 확인하고 원인을 구분한 뒤, 대안을 비교해 합의된 조치를 실행하고 재발 방지 내용을 문서화합니다.

입사 초기에는 기존 자료와 업무 흐름을 파악하고 CRM·SQL·GA4 환경을 익힌 뒤, 담당 영역의 개선 과제와 표준화 작업을 단계적으로 주도합니다.

성과는 결과물의 정확성, 일정 준수, 이해관계자와의 명확한 소통, 사용자와 사업에 미치는 영향을 기준으로 평가합니다.","- 구매이력·메시지 반응·LTV 데이터 수집·정리 및 핵심 이슈 분석
- CRM·SQL·GA4를 활용한 업무 산출물 작성과 버전 관리
- 요구사항을 세부 과제와 일정으로 구체화하고 진행 현황 관리
- 유관 부서 및 외부 파트너와 기준·일정·결과물 조율
- 검토 회의 운영과 의사결정 근거·변경 이력 문서화
- 성과지표 설정 및 결과 데이터 분석을 통한 개선안 제안
- 업무상 리스크 사전 점검과 문제 발생 시 원인 분석·후속 조치
- 재사용 가능한 체크리스트·가이드·템플릿 정비","- 고객 세그먼트·리텐션 캠페인 관련 지식 또는 프로젝트·실무 경험을 보유한 분
- 구매이력·메시지 반응·LTV 데이터를 정확히 해석하고 업무 문서로 구조화할 수 있는 분
- CRM·SQL·GA4 중 직무에 필요한 도구를 실무에 적용할 수 있는 분
- 유관 부서와 쟁점을 명확히 설명하고 일정에 맞춰 협업할 수 있는 분
- 문제 원인을 근거에 따라 분석하고 실행 가능한 대안을 제시할 수 있는 분
- 업무상 취급하는 개인정보와 기밀정보를 안전하게 관리할 수 있는 분","- Google Analytics Certification 보유자
- ADsP 보유자
- SQLD 보유자
- 고객 세그먼트·리텐션 캠페인 관련 프로젝트를 기획부터 결과 검토까지 수행한 경험
- CRM·SQL·GA4를 활용해 반복 업무를 개선하거나 품질 기준을 정립한 경험","- 지원서 또는 제출서류를 허위로 기재한 경우
- 채용 과정에서 부정한 방법을 사용한 경우
- 채용검진 결과 직무 수행이 어렵다고 판단되는 경우
- 관련 법령 또는 내부 인사규정상 채용이 불가능한 경우",서류전형 > 인성검사 > 실무면접 > 최종면접
CRM마케터 전문인력 모집,60,35,20260701,20260815,2,신입·경력,계약직,인천광역시,학사 이상,"플랫폼 운영 조직에서 고객 세그먼트·리텐션 캠페인을 담당할 CRM마케터를 모집합니다. 이 포지션은 현장의 요구를 실행 가능한 계획과 결과물로 연결하는 역할입니다.

담당 범위는 구매이력·메시지 반응·LTV 데이터를 바탕으로 기준을 수립하고, 우선순위에 따라 과제를 실행하며 품질과 일정을 함께 관리하는 것입니다.

마케팅·광고·MD 조직의 동료와 재무·영업·개발·운영 등 유관 부서, 필요한 경우 외부 파트너와 협업해 의사결정에 필요한 정보를 정리합니다.

이슈가 발생하면 사실과 데이터를 먼저 확인하고 원인을 구분한 뒤, 대안을 비교해 합의된 조치를 실행하고 재발 방지 내용을 문서화합니다.

입사 초기에는 기존 자료와 업무 흐름을 파악하고 CRM·SQL·GA4 환경을 익힌 뒤, 담당 영역의 개선 과제와 표준화 작업을 단계적으로 주도합니다.

성과는 결과물의 정확성, 일정 준수, 이해관계자와의 명확한 소통, 사용자와 사업에 미치는 영향을 기준으로 평가합니다.","- CRM·SQL·GA4를 활용한 업무 산출물 작성과 버전 관리
- 요구사항을 세부 과제와 일정으로 구체화하고 진행 현황 관리
- 유관 부서 및 외부 파트너와 기준·일정·결과물 조율
- 검토 회의 운영과 의사결정 근거·변경 이력 문서화
- 성과지표 설정 및 결과 데이터 분석을 통한 개선안 제안
- 업무상 리스크 사전 점검과 문제 발생 시 원인 분석·후속 조치
- 재사용 가능한 체크리스트·가이드·템플릿 정비
- 고객 또는 내부 사용자의 피드백을 반영한 결과물 품질 개선
- 고객 세그먼트·리텐션 캠페인 관련 연간·분기 실행계획 수립","- 고객 세그먼트·리텐션 캠페인 관련 지식 또는 프로젝트·실무 경험을 보유한 분
- 구매이력·메시지 반응·LTV 데이터를 정확히 해석하고 업무 문서로 구조화할 수 있는 분
- CRM·SQL·GA4 중 직무에 필요한 도구를 실무에 적용할 수 있는 분
- 유관 부서와 쟁점을 명확히 설명하고 일정에 맞춰 협업할 수 있는 분
- 문제 원인을 근거에 따라 분석하고 실행 가능한 대안을 제시할 수 있는 분
- 업무상 취급하는 개인정보와 기밀정보를 안전하게 관리할 수 있는 분
- CRM마케터 또는 유사 분야의 신입·경력 실무 경험을 보유한 분","- ADsP 보유자
- SQLD 보유자
- Google Analytics Certification 보유자
- 고객 세그먼트·리텐션 캠페인 관련 프로젝트를 기획부터 결과 검토까지 수행한 경험
- CRM·SQL·GA4를 활용해 반복 업무를 개선하거나 품질 기준을 정립한 경험
- 외부 파트너 또는 다양한 이해관계자와 복잡한 요구사항을 조율한 경험","- 제출한 경력·자격 증빙이 사실과 다른 경우
- 정해진 기한까지 필수 증빙서류를 제출하지 않은 경우
- 해외여행 및 근무에 결격사유가 있는 경우
- 채용 관련 비밀유지 의무를 위반한 경우",서류전형 > 직무과제 > 실무면접 > 처우협의
CRM마케터 인재 채용,131,35,20260906,20260918,5,경력 2년 이상,정규직,대전광역시,학사 이상,"브랜드 사업 조직에서 고객 세그먼트·리텐션 캠페인을 담당할 CRM마케터를 모집합니다. 이 포지션은 현장의 요구를 실행 가능한 계획과 결과물로 연결하는 역할입니다.

담당 범위는 구매이력·메시지 반응·LTV 데이터를 바탕으로 기준을 수립하고, 우선순위에 따라 과제를 실행하며 품질과 일정을 함께 관리하는 것입니다.

마케팅·광고·MD 조직의 동료와 재무·영업·개발·운영 등 유관 부서, 필요한 경우 외부 파트너와 협업해 의사결정에 필요한 정보를 정리합니다.

이슈가 발생하면 사실과 데이터를 먼저 확인하고 원인을 구분한 뒤, 대안을 비교해 합의된 조치를 실행하고 재발 방지 내용을 문서화합니다.

입사 초기에는 기존 자료와 업무 흐름을 파악하고 CRM·SQL·GA4 환경을 익힌 뒤, 담당 영역의 개선 과제와 표준화 작업을 단계적으로 주도합니다.

성과는 결과물의 정확성, 일정 준수, 이해관계자와의 명확한 소통, 사용자와 사업에 미치는 영향을 기준으로 평가합니다.","- 요구사항을 세부 과제와 일정으로 구체화하고 진행 현황 관리
- 유관 부서 및 외부 파트너와 기준·일정·결과물 조율
- 검토 회의 운영과 의사결정 근거·변경 이력 문서화
- 성과지표 설정 및 결과 데이터 분석을 통한 개선안 제안
- 업무상 리스크 사전 점검과 문제 발생 시 원인 분석·후속 조치
- 재사용 가능한 체크리스트·가이드·템플릿 정비
- 고객 또는 내부 사용자의 피드백을 반영한 결과물 품질 개선","- 고객 세그먼트·리텐션 캠페인 관련 지식 또는 프로젝트·실무 경험을 보유한 분
- 구매이력·메시지 반응·LTV 데이터를 정확히 해석하고 업무 문서로 구조화할 수 있는 분
- CRM·SQL·GA4 중 직무에 필요한 도구를 실무에 적용할 수 있는 분
- 유관 부서와 쟁점을 명확히 설명하고 일정에 맞춰 협업할 수 있는 분
- 문제 원인을 근거에 따라 분석하고 실행 가능한 대안을 제시할 수 있는 분","- SQLD 보유자
- Google Analytics Certification 보유자
- ADsP 보유자
- 고객 세그먼트·리텐션 캠페인 관련 프로젝트를 기획부터 결과 검토까지 수행한 경험","- 지원 자격 또는 필수 면허 요건을 충족하지 못한 경우
- 전형 과정에서 타인의 결과물을 무단 사용한 경우
- 채용검진 결과 담당 업무 수행이 곤란한 경우
- 관계 법령상 취업이 제한되는 경우",서류전형 > 1차면접 > 2차면접 > 채용검진
